(مص. أسس)	تَأْسِيسٌ-تَأْسِيسٌ 
(مص. نَاظَرَ)	مُنَاظَرَةٌ-مُنَاظَرَةٌ 
(مص. نَافَحَ)	مُنَافَحَةٌ-مُنَافَحَةٌ 
(مص. نَافَسَ)	مُنَافَسَةٌ-مُنَافَسَةٌ 
(مص. نَافَقَ)	مُنَافَقَةٌ-مُنَافَقَةٌ 
(مص. نَافَقَ)	نِفَاقٌ-نِفَاقٌ 
(مص. نَاقَشَ)	مُنَاقَشَةٌ-مُنَاقَشَةٌ 
(مص. نَاقَشَ)	نِقَاشٌ-نِقَاشٌ 
(مص. نَاقَضَ)	مُنَاقَضَةٌ-مُنَاقَضَةٌ 
(مص. نَالَ)	نَوَالٌ-نَوَالٌ 
(مص. نَالَ)	نَوْلٌ-نَوْلٌ 
(مص. نَالَ)	نَيْلٌ-نَيْلٌ 
(مص. نَامَ)	نَوْمٌ-نَوْمٌ 
(مص. نَاهَ، يَنُوهُ)	نَوْهٌ-نَوْهٌ 
(مص. نَاهَضَ)	مُنَاهَضَةٌ-مُنَاهَضَةٌ 
(مص. نَاوَأَ)	مُنَاوَأَةٌ-مُنَاوَأَةٌ 
(مص. نَاوَبَ)	مُنَاوَبَةٌ-مُنَاوَبَةٌ 
(مص. نَاوَرَ)	مُنَاوَرَةٌ-مُنَاوَرَةٌ 
(مص. نَاوَشَ)	مُنَاوَشَةٌ-مُنَاوَشَةٌ 
(مص. نَبَّأَ)	تَنْبِئَةٌ-تَنْبِئَةٌ 
(مص. نَبَا)	نَبْوَةٌ-نَبْوَةٌ 
(مص. نَبَتَ)	نَبَاتٌ-نَبَاتٌ 
(مص. نَبَتَ)	نَبْتٌ-نَبْتٌ، ةٌ 
(مص. نَبَتَ)	نَبْتَةٌ-نَبْتَةٌ 
(مص. نَبَحَ)	نُبَاحٌ-نُبَاحٌ 
(مص. نَبَحَ)	نَبْحٌ-نَبْحٌ 
(مص. نَبَذَ)	نَبْذٌ-نَبْذٌ 
(مص. نَبَضَ)	نَبْضٌ-نَبْضٌ 
(مص. نَبَضَ)	نَبَضَانٌ-نَبَضَانٌ 
(مص. نَبَعَ)	نَبْعٌ-نَبْعٌ، ةٌ 
(مص. نَبَعَ)	نَبْعَةٌ-نَبْعَةٌ 
(مص. نَبَغَ)	نُبُوغٌ-نُبُوغٌ 
(مص. نَبَلَ)	نَبْلٌ-نَبْلٌ، ةٌ 
(مص. نَبَلَ)	نَبْلَةٌ-نَبْلَةٌ 
(مص. نَبُلَ)	نَبَالَةٌ-نَبَالَةٌ 
(مص. نَبُلَ)	نُبْلٌ-نُبْلٌ 
(مص. نَبَهَ، نَبُهَ)	نَبَاهَةٌ-نَبَاهَةٌ 
(مص. نَبَّهَ)	تَنْبِيهٌ-تَنْبِيهٌ 
(مص. نَتَأَ)	نُتُوءٌ-نُتُوءٌ 
(مص. نَتَحَ)	نَتْحٌ-نَتْحٌ 
(مص. نَتَفَ)	نَتْفٌ-نَتْفٌ 
(مص. نَتَّفَ)	تَنْتِيفٌ-تَنْتِيفٌ 
(مص. نَتُنَ)	نَتْنٌ-نَتْنٌ 
(مص. نَتُنَ)	نُتُونَةٌ-نُتُونَةٌ 
(مص. نَتَّنَ)	تَنْتِينٌ-تَنْتِينٌ 
(مص. نَثَّ)	نَثِيثٌ-نَثِيثٌ 
(مص. نَثَرَ)	نِثَارٌ-نِثَارٌ 
(مص. نَثَرَ)	نَثْرٌ-نَثْرٌ 
(مص. نَجَا)	نَجَاةٌ-نَجَاةٌ 
(مص. نَجَا)	نَجْوَى-نَجْوَى 
(مص. نَجَبَ)	نَجْبٌ-نَجْبٌ 
(مص. نَجَبَ)	نَجَابَةٌ-نَجَابَةٌ 
(مص. نَجَحَ)	نجَاحٌ-نجَاحٌ 
(مص. نَجَّحَ)	تَنْجيحٌ-تَنْجيحٌ 
(مص. نَجَدَ، نَجُدَ)	نُجُودٌ-نُجُودٌ 
(مص. نَجَدَ)	نَجْدٌ-نَجْدٌ 
(مص. نَجِدَ)	نَجَدٌ-نَجَدٌ 
(مص. نَجَّدَ)	تَنْجِيدٌ-تَنْجِيدٌ 
(مص. نَجَرَ)	نَجْرٌ-نَجْرٌ 
(مص. نَجَّزَ)	تَنْجِيزٌ-تَنْجِيزٌ 
(مص. نَجُسَ)	نَجَاسَةٌ-نَجَاسَةٌ 
(مص. نَجِسَ)	نَجَسٌ-نَجَسٌ 
(مص. نَجَّسَ)	تَنْجِيسٌ-تَنْجِيسٌ 
(مص. نَجَلَ)	نَجْلٌ-نَجْلٌ 
(مص. نَجَّمَ)	تَنْجِيمٌ-تَنْجِيمٌ 
(مص. نَحَّ)	نَحِيحٌ-نَحِيحٌ 
(مص. نَحَا)	نَحْوٌ-نَحْوٌ 
(مص. نَحَّا)	تَنْحِيَةٌ-تَنْحِيَةٌ 
(مص. نَحَبَ)	نَحِيبٌ-نَحِيبٌ 
(مص. نَحَبَ)	نَحْبٌ-نَحْبٌ 
(مص. نَحَتَ)	نَحْتٌ-نَحْتٌ 
(مص. نَحَتَ)	نَحِيتٌ-نَحِيتٌ، ةٌ 
(مص. نَحَتَ)	نَحِيتَةٌ-نَحِيتَةٌ 
(مص. نَحَرَ)	نَحْرٌ-نَحْرٌ 
(مص. نَحَسَ)	نَحْسٌ-نَحْسٌ 
(مص. نَحَّسَ)	تَنْحيسٌ-تَنْحيسٌ 
(مص. نَحَفَ، نَحِفَ)	نَحَافَةٌ-نَحَافَةٌ 
(مص. نَحَلَ)	نُحْلٌ-نُحْلٌ 
(مص. نَحَلَ)	نَحْلٌ-نَحْلٌ، ةٌ 
(مص. نَحَلَ)	نَحْلَةٌ-نَحْلَةٌ 
(مص. نَحَلَ)	نُحُولٌ-نُحُولٌ 
(مص. نَحَمَ)	نَحِيمٌ-نَحِيمٌ 
(مص. نَخَا)	نَخْوَةٌ-نَخْوَةٌ 
(مص. نَخَبَ)	نَخْبٌ-نَخْبٌ 
(مص. نَخَرَ)	نَخِيرٌ-نَخِيرٌ 
(مص. نَخَلَ)	نَخْلٌ-نَخْلٌ 
(مص. نَدَّ)	نَدٌّ-نَدٌّ 
(مص. نَدَّ)	نَدِيدٌ-نَدِيدٌ 
(مص. نَدَبَ)	نَدَبٌ-نَدَبٌ 
(مص. نَدَبَ)	نَدْبٌ-نَدْبٌ 
(مص. نَدَّدَ)	تَنْدِيدٌ-تَنْدِيدٌ 
(مص. نَدَرَ)	نُدُورٌ-نُدُورٌ 
(مص. نَدَّفَ)	تَنْدِيفٌ-تَنْدِيفٌ 
(مص. نَدِمَ)	نَدَامَةٌ-نَدَامَةٌ 
(مص. نَدِمَ)	نَدَمٌ-نَدَمٌ 
(مص. نَذَرَ، نَذِرَ، أَنْذَرَ)	نَذْرٌ-نَذْرٌ 
(مص. نَذِرَ)	نِذَارَةٌ-نِذَارَةٌ 
(مص. نَذَلَ)	نَذَالَةٌ-نَذَالَةٌ 
(مص. نَزَّ)	نَزٌّ-نَزٌّ 
(مص. نَزَّ)	نَزِيزٌ-نَزِيزٌ 
(مص. نَزَا)	نَزَوَانٌ-نَزَوَانٌ 
(مص. نَزَحَ)	نُزُوحٌ-نُزُوحٌ 
(مص. نَزَرَ، نَزُرَ)	نَزْرٌ-نَزْرٌ 
(مص. نَزَّرَ)	تَنْزِيرٌ-تَنْزِيرٌ 
(مص. نَزَعَ)	نِزَاعٌ-نِزَاعٌ 
(مص. نَزَعَ)	نَزْعٌ-نَزْعٌ 
(مص. نَزَعَ)	نُزُوعٌ-نُزُوعٌ 
(مص. نَزَغَ)	نَزْغٌ-نَزْغٌ 
(مص. نَزَفَ)	نَزْفٌ-نَزْفٌ 
(مص. نَزَقَ)	نُزُوقٌ-نُزُوقٌ 
(مص. نَزِقَ)	نَزَقٌ-نَزَقٌ 
(مص. نَزَلَ)	نِزَالَةٌ-نِزَالَةٌ 
(مص. نَزَلَ)	نُزُولٌ-نُزُولٌ 
(مص. نَزِلَ)	نَزَلٌ-نَزَلٌ 
(مص. نَزَّلَ)	تَنْزِيلٌ-تَنْزِيلٌ 
(مص. نَزُهَ)	نَزَاهَةٌ-نَزَاهَةٌ 
(مص. نَزَّهَ)	تَنْزِيهٌ-تَنْزِيهٌ 
(مص. نَسَبَ)	نِسْبَةٌ-نِسْبَةٌ 
(مص. نَسَبَ)	نَسَبٌ-نَسَبٌ 
(مص. نَسَبَ)	نَسِيبٌ-نَسِيبٌ 
(مص. نَسَجَ)	نَسْجٌ-نَسْجٌ 
(مص. نَسَّقَ)	تَنْسِيقٌ-تَنْسِيقٌ 
(مص. نَسَكَ)	مَنْسَكٌ-مَنْسَكٌ 
(مص. نَسَكَ)	نُسْكٌ-نُسْكٌ 
(مص. نَسَلَ)	نَسْلٌ-نَسْلٌ 
(مص. نَسَمَ)	نَسِيمٌ-نَسِيمٌ 
(مص. نَسِيَ)	نِسْيَانٌ-نِسْيَانٌ 
(مص. نَسِيَ)	نَسْيٌ-نَسْيٌ 
(مص. نَشَّ)	نَشٌّ-نَشٌّ 
(مص. نَشَأَ)	نَشْءٌ-نَشْءٌ 
(مص. نَشَأَ)	نَشْأَةٌ-نَشْأَةٌ 
(مص. نَشَأَ)	نُشُوءٌ-نُشُوءٌ 
(مص. نَشَّأَ)	تَنْشِئَةٌ-تَنْشِئَةٌ 
(مص. نَشِبَ)	نَشَبٌ-نَشَبٌ 
(مص. نَشَّبَ)	تَنْشِيبٌ-تَنْشِيبٌ 
(مص. نَشَجَ)	نَشِيجٌ-نَشِيجٌ 
(مص. نَشَرَ)	نَشْرٌ-نَشْرٌ 
(مص. نَشَرَ)	نُشُورٌ-نُشُورٌ 
(مص. نَشَّرَ)	تَنْشِيرٌ-تَنْشِيرٌ 
(مص. نَشَزَ)	نَشْزٌ-نَشْزٌ 
(مص. نَشَطَ)	نَشَاطٌ-نَشَاطٌ 
(مص. نَشَّطَ)	تَنْشِيطٌ-تَنْشِيطٌ 
(مص. نَشِفَ)	نَشَفٌ-نَشَفٌ 
(مص. نَشَّفَ)	تَنْشِيفٌ-تَنْشِيفٌ 
(مص. نَشِقَ)	نَشْقٌ-نَشْقٌ 
(مص. نَشَلَ)	نَشْلٌ-نَشْلٌ 
(مص. نَشِيَ)	نَشْوَةٌ-نَشْوَةٌ 
(مص. نَصَّ، يَنِصُّ)	نَصِيصٌ-نَصِيصٌ 
(مص. نَصٌّ)	نَصٌّ-نَصٌّ 
(مص. نَصَبَ)	نَصْبٌ-نَصْبٌ 
(مص. نَصِبَ)	نَصَبٌ-نَصَبٌ 
(مص. نَصَّبَ)	تَنْصِيبٌ-تَنْصِيبٌ 
(مص. نَصَحَ)	نَصْحٌ-نَصْحٌ 
(مص. نَصَرَ)	نُصْرَةٌ-نُصْرَةٌ 
(مص. نَصَرَ)	نَصْرٌ-نَصْرٌ 
(مص. نَصَّرَ)	تَنْصِيرٌ-تَنْصِيرٌ 
(مص. نَصَّفَ)	تَنْصِيفٌ-تَنْصِيفٌ 
(مص. نَصَلَ)	نَصْلٌ-نَصْلٌ 
(مص. نَضَّ)	نَضِيضَةٌ-نَضِيضَةٌ 
(مص. نَضَّ)	نَضٌّ-نَضٌّ 
(مص. نَضَّ)	نَضِيضٌ-نَضِيضٌ، ةٌ 
(مص. نَضَبَ)	نُضُوبٌ-نُضُوبٌ 
(مص. نَضِجَ)	نُضْجٌ-نُضْجٌ 
(مص. نَضَحَ)	نَضْحٌ-نَضْحٌ 
(مص. نَضَخَ)	نَضْخٌ-نَضْخٌ 
(مص. نَضَّدَ)	تَنْضِيدٌ-تَنْضِيدٌ 
(مص. نَضَرَ)	نَضَارَةٌ-نَضَارَةٌ 
(مص. نَضَرَ)	نَضْرَةٌ-نَضْرَةٌ 
(مص. نَضَّرَ)	تَنْضِيرٌ-تَنْضِيرٌ 
(مص. نَطَرَ)	نِطَارَةٌ-نِطَارَةٌ 
(مص. نَطَقَ)	مَنْطِقٌ-مَنْطِقٌ 
(مص. نَطَقَ)	نُطْقٌ-نُطْقٌ 
(مص. نَطَّقَ)	تَنْطِيقٌ-تَنْطِيقٌ 
(مص. نَطَلَ)	نَطْلٌ-نَطْلٌ 
(مص. نَظَرَ)	نَظَرٌ-نَظَرٌ 
(مص. نَظَرَ)	مَنْظَرٌ-مَنْظَرٌ 
(مص. نَظَّرَ)	تَنْظِيرٌ-تَنْظِيرٌ 
(مص. نَظُفَ)	نَظَافَةٌ-نَظَافَةٌ 
(مص. نَظَّفَ)	تَنْظِيفٌ-تَنْظِيفٌ 
(مص. نَظَمَ)	نِظَامٌ-نِظَامٌ 
(مص. نَظَمَ)	نَظْمٌ-نَظْمٌ 
(مص. نَظَّمَ)	تَنْظِيمٌ-تَنْظِيمٌ 
(مص. نَعَبَ)	نَعْبٌ-نَعْبٌ 
(مص. نَعَبَ)	نُعَابٌ-نُعَابٌ 
(مص. نَعَبَ)	نَعِيبٌ-نَعِيبٌ 
(مص. نَعَتَ)	نَعْتٌ-نَعْتٌ 
(مص. نَعَرَ)	نَعِيرٌ-نَعِيرٌ 
(مص. نَعَسَ)	نُعَاسٌ-نُعَاسٌ 
(مص. نَعَشَ)	نَعْشٌ-نَعْشٌ 
(مص. نَعَقَ)	نُعَاقٌ-نُعَاقٌ 
(مص. نَعَقَ)	نَعِيقٌ-نَعِيقٌ 
(مص. نَعَلَ)	نَعْلَةٌ-نَعْلَةٌ 
(مص. نَعَلَ)	نَعْلٌ-نَعْلٌ، ةٌ 
(مص. نَعَمَ، نَعِمَ).	نِعْمَةٌ-نِعْمَةٌ 
(مص. نَعَمَ)	نُعُومَةٌ-نُعُومَةٌ 
(مص. نَعِمَ)	نَعْمَةٌ-نَعْمَةٌ 
(مص. نَعِمَ)	نَعَمٌ-نَعَمٌ 
(مص. نَعَّمَ)	تَنْعِيمٌ-تَنْعِيمٌ 
(مص. نَعِمَ) 	نَعِيمَةٌ-نَعِيمَةٌ 
(مص. نَعِمَ) 	نَعِيمٌ-نَعِيمٌ، ةٌ 
(مص. نَعْنَعَ)	نَعْنَعَةٌ-نَعْنَعَةٌ 
(مص. نَعَى)	نَعْيٌ-نَعْيٌ 
(مص. نَغَّصَ)	تَنْغِيصٌ-تَنْغِيصٌ 
(مص. نَغَمَ، نَغِمَ)	نَغْمٌ-نَغْمٌ
(مص. نَغَّمَ)	تَنْغِيمٌ-تَنْغِيمٌ 
(مص. نَفَثَ)	نَفْثٌ-نَفْثٌ 
(مص. نَفَحَ)	نَفْحٌ-نَفْحٌ 
(مص. نَفَّخَ)	تَنفيخٌ-تَنفيخٌ 
(مص. نَفَدَ)	نَفَادٌ-نَفَادٌ 
(مص. نَفَذَ)	نَفَاذٌ-نَفَاذٌ 
(مص. نَفَذَ)	نُفُوذٌ-نُفُوذٌ 
(مص. نَفَّذَ)	تَنْفِيذٌ-تَنْفِيذٌ 
(مص. نَفَرَ)	نِفَارٌ-نِفَارٌ 
(مص. نَفَرَ)	نَفْرٌ-نَفْرٌ 
(مص. نَفَرَ)	نُفُورٌ-نُفُورٌ 
(مص. نَفَّرَ)	تَنْفِيرٌ-تَنْفِيرٌ 
(مص. نَفِسَ، نَفُسَ، نَافَسَ)	نِفَاسٌ-نِفَاسٌ 
(مص. نَفَسَ)	نَفْسٌ-نَفْسٌ 
(مص. نَفِسَ)	نَفَسٌ-نَفَسٌ 
(مص. نَفَّسَ)	تَنْفِيسٌ-تَنْفِيسٌ 
(مص. نَفَّشَ)	تَنْفِيشٌ-تَنْفِيشٌ 
(مص. نَفَضَ)	نَفْضٌ-نَفْضٌ 
(مص. نَفّضَ)	تَنْفِيضٌ-تَنْفِيضٌ 
(مص. نَفَطَ، نَفِطَ)	نَفْطٌ-نَفْطٌ 
(مص. نَفَعَ)	نَفْعٌ-نَفْعٌ 
(مص. نَفَّعَ)	تَنْفِيعٌ-تَنْفِيعٌ 
(مص. نَفَّقَ)	تَنْفِيقٌ-تَنْفِيقٌ 
(مص. نَفَلَ)	نَفْلٌ-نَفْلٌ 
(مص. نَفَّلَ)	تَنْفِيلٌ-تَنْفِيلٌ 
(مص. نَفَى)	نَفْيٌ-نَفْيٌ 
(مص. نَقَّ)	نَقِيقٌ-نَقِيقٌ 
(مص. نَقَبَ)	نِقَابَةٌ-نِقَابَةٌ 
(مص. نَقَبَ)	نَقْبٌ-نَقْبٌ 
(مص. نَقَّبَ)	تَنْقِيبٌ-تَنْقِيبٌ 
(مص. نَقَّحَ)	تَنْقِيحٌ-تَنْقِيحٌ 
(مص. نَقَدَ)	نَقْدٌ-نَقْدٌ 
(مص. نَقَذَ)	نَقْذٌ-نَقْذٌ 
(مص. نَقَرَ)	نَقْرٌ-نَقْرٌ 
(مص. نَقَّرَ)	تَنْقِيرٌ-تَنْقِيرٌ 
(مص. نَقَشَ)	نَقْشٌ-نَقْشٌ 
(مص. نَقَّشَ)	تَنْقِيشٌ-تَنْقِيشٌ 
(مص. نَقَصَ)	نُقْصَانٌ-نُقْصَانٌ 
(مص. نَقَصَ)	نَقْصٌ-نَقْصٌ 
(مص. نَقَّصَ)	تَنْقِيصٌ-تَنْقِيصٌ 
(مص. نَقَضَ)	نَقْضٌ-نَقْضٌ 
(مص. نَقَّطَ)	تَنْقِيطٌ-تَنْقِيطٌ 
(مص. نَقَعَ)	نَقْعٌ-نَقْعٌ 
(مص. نَقَلَ)	نَقْلٌ-نَقْلٌ 
(مص. نَقَّلَ)	تَنْقِيلٌ-تَنْقِيلٌ 
(مص. نَقَهَ)	نَقَاهَةٌ-نَقَاهَةٌ 
(مص. نَقَّى)	تَنْقِيةٌ-تَنْقِيةٌ 
(مص. نَقِيَ)	نَقَاوَةٌ-نَقَاوَةٌ 
(مص. نَكَبَ)	نَكْبٌ-نَكْبٌ 
(مص. نَكَّبَ)	تَنْكِيبٌ-تَنْكِيبٌ 
(مص. نَكَّتَ)	تَنِكِيتٌ-تَنْكِيتٌ 
(مص. نَكَثَ)	نَكْثٌ-نَكْثٌ 
(مص. نَكَحَ)	نِكَاحٌ-نِكَاحٌ 
(مص. نَكِدَ)	نَكَدٌ-نَكَدٌ 
(مص. نَّكَدَ)	تَنْكِيدٌ-تَنْكِيدٌ 
(مص. نَكِرَ)	نُكْرٌ-نُكْرٌ 
(مص. نَكِرَ)	نَكِيرٌ-نَكِيرٌ 
(مص. نَكَّرَ)	تَنْكِيرٌ-تَنْكِيرٌ 
(مص. نَكَّسَ)	تَنْكِيسٌ-تَنْكِيسٌ 
(مص. نَكَشَ)	نَكْشٌ-نَكْشٌ 
(مص. نَكَّصَ)	تَنْكِيصٌ-تَنْكِيصٌ 
(مص. نَكَّلَ)	تَنْكِيلٌ-تَنْكِيلٌ 
(مص. نَكَى)	نِكَايَةٌ-نِكَايَةٌ 
(مص. نَمَّ)	نَمٌّ-نَمٌّ 
(مص. نَمَا، نَمَى)	نَمَاءٌ-نَمَاءٌ 
(مص. نَمَا)	نُمُوٌّ-نُمُوٌّ 
(مص. نَمَّرَ)	تَنَمُّرٌ-تَنَمُّرٌ 
(مص. نَمَّرَ)	تَنْمِيرٌ-تَنْمِيرٌ 
(مص. نَمِسَ)	نَمَسٌ-نَمَسٌ 
(مص. نَمِشَ)	نَمَشٌ-نَمَشٌ 
(مص. نَمَّقَ)	تَنْمِيقٌ-تَنْمِيقٌ 
(مص. نَمْنَمَ)	نَمْنَمَةٌ-نَمْنَمَةٌ 
(مص. نَمَّى)	تَنْمِيَةٌ-تَنْمِيَةٌ 
(مص. نَهَبَ)	نَهْبٌ-نَهْبٌ 
(مص. نَهِجَ)	نَهَجٌ-نَهَجٌ 
(مص. نَهَجَ).	نَهْجٌ-نَهْجٌ 
(مص. نَهَّدَ)	تَنْهِيدَةٌ-تَنْهِيدَةٌ 
(مص. نَهَرَ)	نَهْرٌ-نَهْرٌ 
(مص. نَهَضَ)	نُهُوضٌ-نُهُوضٌ 
(مص. نَهِكَ)	نَهْكَةٌ-نَهْكَةٌ 
(مص. نَهِلَ)	مَنْهَلٌ-مَنْهَلٌ 
(مص. نَهَمَ)	نَهِيمٌ-نَهِيمٌ 
(مص. نَهِمَ)	نَهَمٌ-نَهَمٌ 
(مص. نَهَى)	نَهْيٌ-نَهْيٌ 
(مص. نَوَّرَ)	تَنْوِيرٌ-تَنْوِيرٌ 
(مص. نَوَّعَ)	تَنْوِيعٌ-تَنْوِيعٌ 
(مص. نَوِقَ)	نَوَقٌ-نَوَقٌ 
(مص. نَوَّمَ)	تَنْوِيمٌ-تَنْوِيمٌ 
(مص. نَوَّنَ)	تَنْوِينٌ-تَنْوِينٌ 
(مص. نَوَّهَ)	تَنْوِيهٌ-تَنْوِيهٌ 
(مص. نَوَى)	نَوىً-نَوىً 
(مص. نَوَى)	نِيَّةٌ-نِيَّةٌ 
(مص. نَيَّحَ)	تَنْيِيحٌ-تَنْيِيحٌ 
(مص. نَيَّرَ)	تَنْيِيرٌ-تَنْيِيرٌ 
(مص. نَيَّفَ)	تَنْيِيفٌ-تَنْيِيفٌ 
(مص. هَاءَ، هَيِءَ، هَيُؤَ)	هَيْئَةٌ-هَيْئَةٌ 
(مص. هَابَ)	مَهَابَةٌ-مَهَابَةٌ 
(مص. هَابَ)	هَيْبَةٌ-هَيْبَةٌ 
(مص. هَاتَرَ)	مُهَاتَرَةٌ-مُهَاتَرَةٌ 
(مص. هَاجَ، هَايَجَ)	هِيَاجٌ-هِيَاجٌ 
(مص. هَاجَ)	هَيْجٌ-هَيْجٌ 
(مص. هَاجَرَ)	مُهَاجَرَةٌ-مُهَاجَرَةٌ 
(مص. هَاجَمَ)	مُهَاجَمَةٌ-مُهَاجَمَةٌ 
(مص. هَادَنَ)	مُهَادَنَةٌ-مُهَادَنَةٌ 
(مص. هَاشَ)	هَوْشٌ-هَوْشٌ 
(مص. هَاضَ)	هَيْضٌ-هَيْضٌ 
(مص. هَافَ، هَيِفَ)	هَيْفٌ-هَيْفٌ 
(مص. هَالَ يَهِيلُ)	هَيْلٌ-هَيْلٌ 
(مص. هَالَ)	هَوْلٌ-هَوْلٌ 
(مص. هَالَّ)	هِلاَلٌ-هِلاَلٌ 
(مص. هَامَ)	هِيَامٌ-هِيَامٌ 
(مص. هَانَ)	هَوْنٌ-هَوْنٌ 
(مص. هَانَ)	هُونٌ-هُونٌ 
(مص. هَاوَدَ)	مُهَاوَدَةٌ-مُهَاوَدَةٌ 
(مص. هَبَّ، يَهِبُّ)	هِبَّةٌ-هِبَّةٌ 
(مص. هَبَّ)	هُبُوبٌ-هُبُوبٌ 
(مص. هَبَرَ)	هَبْرٌ-هَبْرٌ 
(مص. هَبَطَ)	هُبُوطٌ-هُبُوطٌ 
(مص. هَتَّ)	هَتٌّ-هَتٌّ 
(مص. هَتَرَ)	هَتْرٌ-هَتْرٌ 
(مص. هَتَفَ)	هُتَافٌ-هُتَافٌ 
(مص. هَتَفَ)	هَتْفٌ-هَتْفٌ 
(مص. هَتَكَ)	هَتْكٌ-هَتْكٌ 
(مص. هَتَّكَ)	تَهْتيكٌ-تَهْتيكٌ 
(مص. هَجَّ)	هَجِيجٌ-هَجِيجٌ 
(مص. هَجِئَ)	هَجَأٌ-هَجَأٌ 
(مص. هجا)	هَجْوٌ-هَجْوٌ 
(مص. هَجَا)	هِجَاءٌ-هِجَاءٌ 
(مص. هَجَدَ )	هُجُودٌ-هُجُودٌ 
(مص. هَجَّدَ)	تَهْجِيدٌ-تَهْجِيدٌ 
(مص. هَجَرَ)	هَجْرٌ-هَجْرٌ 
(مص. هَجَّرَ)	تَهْجِيرٌ-تَهْجِيرٌ 
(مص. هَجَسَ)	هَجْسٌ-هَجْسٌ 
(مص. هَجَمَ)	هُجُومٌ-هُجُومٌ 
(مص. هَجَّمَ)	تَهْجِيمٌ-تَهْجِيمٌ 
(مص. هَجُنَ)	هُجْنَةٌ-هُجْنَةٌ 
(مص. هَجَّنَ)	تَهجِينٌ-تَهجِينٌ 
(مص. هَجَّى)	تَهْجِيَةٌ-تَهْجِيَةٌ 
(مص. هَدَّ)	هَدٌّ-هَدٌّ 
(مص. هَدَأَ)	هُدُوءٌ-هُدُوءٌ 
(مص. هَدَّأَ)	تَهْدِئَةٌ-تَهْدِئَةٌ 
(مص. هَدَّدَ)	تَهْدِيدٌ-تَهْدِيدٌ 
(مص. هَدَرَ)	هَدَرٌ-هَدَرٌ
(مص. هَدَرَ)	هَدَرٌ-هَدَرٌ 
(مص. هَدَرَ)	هَدْرٌ-هَدْرٌ 
(مص. هَدَرَ)	هَدِيرٌ-هَدِيرٌ 
(مص. هَدَلَ)	هَدِيلٌ-هَدِيلٌ 
(مص. هَدَمَ)	هَدْمٌ-هَدْمٌ 
(مص. هَدَّمَ)	تَهْدِيمٌ-تَهْدِيمٌ 
(مص. هَدْهَدَ)	هَدْهَدَةٌ-هَدْهَدَةٌ 
(مص. هَدَى)	هِدْيَةٌ-هِدْيَةٌ 
(مص. هَدَى)	هَدْيٌ-هَدْيٌ 
(مص. هَدَى)	هُدىً-هُدىً 
(مص. هَدَى)	هِدَايَةٌ-هِدَايَةٌ 
(مص. هَذَا)	هَذَيَانٌ-هَذَيَانٌ 
(مص. هَذَّبَ)	تَهْذِيبٌ-تَهْذِيبٌ 
(مص. هَذَرَ)	هَذْرٌ-هَذْرٌ 
(مص. هَذَرَ)	هَذَرٌ-هَذَرٌ 
(مص. هَرَّ)	هَرِيرٌ-هَرِيرٌ 
(مص. هَرَبَ)	مَهْرَبٌ-مَهْرَبٌ 
(مص. هَرَبَ)	هُرُوبٌ-هُرُوبٌ 
(مص. هَرَّبَ)	تَهْرِيبٌ-تَهْرِيبٌ 
(مص. هَرِجَ)	هَرَجٌ-هَرَجٌ 
(مص. هَرَّجَ)	تَهْرِيجٌ-تَهْرِيجٌ 
(مص. هَرَسَ)	هَرْسٌ-هَرْسٌ 
(مص. هَرَّسَ)	تَهْرِيسٌ-تَهْرِيسٌ 
(مص. هَرَّشَ)	تَهْرِيشٌ-تَهْرِيشٌ 
(مص. هَرْطَقَ)	هَرْطَقَةٌ-هَرْطَقَةٌ 
(مص. هَرِعَ، هَرَعَ)	هَرَعٌ-هَرَعٌ 
(مص. هَرَّقَ)	تَهْرِيقٌ-تَهْرِيقٌ 
(مص. هَرَمَ)	هَرَمٌ-هَرَمٌ 
(مص. هَرَّمَ)	تَهْرِيمٌ-تَهْرِيمٌ 
(مص. هَزَّ)	هَزِيزٌ-هَزِيزٌ 
(مص. هَزَأَ)	هُزْءٌ-هُزْءٌ 
(مص. هَزَّجَ)	تَهْزيجٌ-تَهْزيجٌ 
(مص. هَزَّزَ)	تَهْزِيزٌ-تَهْزِيزٌ 
(مص. هَزَلَ)	هُزَالٌ-هُزَالٌ 
(مص. هَزَّلَ)	تَهْزِيلٌ-تَهْزِيلٌ 
(مص. هَزَمَ)	هَزْمٌ-هَزْمٌ 
(مص. هَزَمَ)	هَزِيمَةٌ-هَزِيمَةٌ 
(مص. هَزَمَ)	هَزِيمٌ-هَزِيمٌ 
(مص. هَزَّمَ)	تَهْزِيمٌ-تَهْزِيمٌ 
(مص. هَزْهَزَ)	هَزْهَزَةٌ-هَزْهَزَةٌ 
(مص. هَسَّ)	هَسِيسٌ-هَسِيسٌ 
(مص. هَسْهَسَ)	هَسْهَسَةٌ-هَسْهَسَةٌ 
(مص. هَشَّ)	هَشَاشَةٌ-هَشَاشَةٌ 
(مص. هَشَّ)	هَشٌّ-هَشٌّ 
(مص. هَشَّ)	هَشَاشٌ-هَشَاشٌ 
(مص. هَشَمَ)	هَشْمٌ-هَشْمٌ 
(مص. هَشَّمَ)	تَهْشِيمٌ-تَهْشِيمٌ 
(مص. هَضَمَ)	هَضْمٌ-هَضْمٌ 
(مص. هَطَلَ)	هَطْلٌ-هَطْلٌ 
